vehicle_id,trip_id,measurement_sequence,measurement_time,latitude,longitude,fuel_capacity,distance_traveled,fuel_remaining_percent,fuel_remaining_gallon,color
1,1,72,2024-04-22 17:36:51,28.517730767451003,-106.4440689998377,50,900,82,41.0,green
1,1,73,2024-04-22 17:41:51,28.360639528110042,-106.54650065995267,50,912,81,40.9,green
1,1,74,2024-04-22 17:46:51,28.20354828876908,-106.64878033327497,50,925,81,40.8,green
1,1,75,2024-04-22 17:51:51,28.04645704942812,-106.75090923675847,50,937,81,40.6,green
1,1,76,2024-04-22 17:56:51,27.88936581008716,-106.85288857972148,50,950,81,40.5,green
1,1,77,2024-04-22 18:01:51,27.7322745707462,-106.95471956393351,50,962,80,40.4,green
1,1,78,2024-04-22 18:06:51,27.57518333140524,-107.05640338370102,50,975,80,40.2,green
1,1,79,2024-04-22 18:11:51,27.418092092064278,-107.1579412259522,50,987,80,40.1,green
1,1,80,2024-04-22 18:16:51,27.261000852723317,-107.25933427032066,50,1000,80,40.0,green
1,1,81,2024-04-22 18:21:51,27.103909613382356,-107.36058368922822,50,1012,79,39.9,green
1,1,82,2024-04-22 18:26:51,26.946818374041396,-107.46169064796665,50,1025,79,39.8,green
1,1,83,2024-04-22 18:31:51,26.789727134700435,-107.56265630477851,50,1037,79,39.6,green
1,1,84,2024-04-22 18:36:51,26.632635895359474,-107.66348181093709,50,1050,79,39.5,green
1,1,85,2024-04-22 18:41:51,26.475544656018513,-107.76416831082526,50,1062,78,39.4,green
1,1,86,2024-04-22 18:46:51,26.318453416677553,-107.8647169420136,50,1075,78,39.2,green
1,1,87,2024-04-22 18:51:51,26.161362177336592,-107.96512883533755,50,1087,78,39.1,green
1,1,88,2024-04-22 18:56:51,26.00427093799563,-108.06540511497363,50,1100,78,39.0,green
1,1,89,2024-04-22 19:01:51,25.84717969865467,-108.16554689851485,50,1112,77,38.9,green
1,1,90,2024-04-22 19:06:51,25.69008845931371,-108.26555529704528,50,1125,77,38.8,green
1,1,91,2024-04-22 19:11:51,25.53299721997275,-108.3654314152137,50,1137,77,38.6,green
1,1,92,2024-04-22 19:16:51,25.37590598063179,-108.46517635130651,50,1150,77,38.5,green
1,1,93,2024-04-22 19:21:51,25.218814741290828,-108.56479119731974,50,1162,76,38.4,green
1,1,94,2024-04-22 19:26:51,25.061723501949867,-108.66427703903028,50,1175,76,38.2,green
1,1,95,2024-04-22 19:31:51,24.904632262608907,-108.76363495606637,50,1187,76,38.1,green
1,1,96,2024-04-22 19:36:51,24.747541023267946,-108.86286602197724,50,1200,76,38.0,green
1,1,97,2024-04-22 19:41:51,24.590449783926985,-108.961971304302,50,1212,75,37.9,green
1,1,98,2024-04-22 19:46:51,24.433358544586024,-109.06095186463779,50,1225,75,37.8,green
1,1,99,2024-04-22 19:51:51,24.276267305245064,-109.15980875870714,50,1237,75,37.6,green
1,1,100,2024-04-22 19:56:51,24.119176065904103,-109.25854303642468,50,1250,75,37.5,green
1,1,101,2024-04-22 20:01:51,23.962084826563142,-109.35715574196303,50,1262,74,37.4,yellow
1,1,102,2024-04-22 20:06:51,23.80499358722218,-109.455647913818,50,1275,74,37.2,yellow
1,1,103,2024-04-22 20:11:51,23.64790234788122,-109.55402058487317,50,1287,74,37.1,yellow
1,1,104,2024-04-22 20:16:51,23.49081110854026,-109.65227478246368,50,1300,74,37.0,yellow
1,1,105,2024-04-22 20:21:51,23.3337198691993,-109.75041152843932,50,1312,73,36.9,yellow
1,1,106,2024-04-22 20:26:51,23.17662862985834,-109.84843183922709,50,1325,73,36.8,yellow
1,1,107,2024-04-22 20:31:51,23.019537390517378,-109.94633672589298,50,1337,73,36.6,yellow
1,1,108,2024-04-22 20:36:51,22.862446151176417,-110.04412719420307,50,1350,73,36.5,yellow
1,1,109,2024-04-22 20:41:51,22.705354911835457,-110.14180424468415,50,1362,72,36.4,yellow
1,1,110,2024-04-22 20:46:51,22.548263672494496,-110.23936887268351,50,1375,72,36.2,yellow
1,1,111,2024-04-22 20:51:51,22.391172433153535,-110.33682206842828,50,1387,72,36.1,yellow
1,1,112,2024-04-22 20:56:51,22.234081193812575,-110.434164817084,50,1400,72,36.0,yellow
1,1,113,2024-04-22 21:01:51,22.076989954471614,-110.53139809881274,50,1412,71,35.9,yellow
1,1,114,2024-04-22 21:06:51,21.919898715130653,-110.62852288883055,50,1425,71,35.8,yellow
1,1,115,2024-04-22 21:11:51,21.762807475789693,-110.72554015746422,50,1437,71,35.6,yellow
1,1,116,2024-04-22 21:16:51,21.605716236448732,-110.82245087020773,50,1450,71,35.5,yellow
1,1,117,2024-04-22 21:21:51,21.44862499710777,-110.91925598777783,50,1462,70,35.4,yellow
1,1,118,2024-04-22 21:26:51,21.29153375776681,-111.01595646616929,50,1475,70,35.2,yellow
1,1,119,2024-04-22 21:31:51,21.13444251842585,-111.11255325670943,50,1487,70,35.1,yellow
1,1,120,2024-04-22 21:36:51,20.97735127908489,-111.20904730611228,50,1500,70,35.0,yellow
1,1,121,2024-04-22 21:41:51,20.82026003974393,-111.30543955653204,50,1512,69,34.9,yellow
1,1,122,2024-04-22 21:46:51,20.663168800402968,-111.40173094561607,50,1525,69,34.8,yellow
1,1,123,2024-04-22 21:51:51,20.506077561062007,-111.49792240655742,50,1537,69,34.6,yellow
1,1,124,2024-04-22 21:56:51,20.348986321721046,-111.5940148681468,50,1550,69,34.5,yellow
1,1,125,2024-04-22 22:01:51,20.191895082380086,-111.69000925482399,50,1562,68,34.4,yellow
1,1,126,2024-04-22 22:06:51,20.034803843039125,-111.78590648672888,50,1575,68,34.2,yellow
1,1,127,2024-04-22 22:11:51,19.877712603698164,-111.88170747975188,50,1587,68,34.1,yellow
1,1,128,2024-04-22 22:16:51,19.720621364357203,-111.977413145584,50,1600,68,34.0,yellow
1,1,129,2024-04-22 22:21:51,19.563530125016243,-112.07302439176627,50,1612,67,33.9,yellow
1,1,130,2024-04-22 22:26:51,19.406438885675282,-112.1685421217389,50,1625,67,33.8,yellow
1,1,131,2024-04-22 22:31:51,19.24934764633432,-112.2639672348898,50,1637,67,33.6,yellow
1,1,132,2024-04-22 22:36:51,19.09225640699336,-112.35930062660279,50,1650,67,33.5,yellow
1,1,133,2024-04-22 22:41:51,18.9351651676524,-112.45454318830521,50,1662,66,33.4,yellow
1,1,134,2024-04-22 22:46:51,18.77807392831144,-112.54969580751522,50,1675,66,33.2,yellow
1,1,135,2024-04-22 22:51:51,18.62098268897048,-112.64475936788862,50,1687,66,33.1,yellow
1,1,136,2024-04-22 22:56:51,18.463891449629518,-112.73973474926527,50,1700,66,33.0,yellow
1,1,137,2024-04-22 23:01:51,18.306800210288557,-112.83462282771498,50,1712,65,32.9,yellow
1,1,138,2024-04-22 23:06:51,18.149708970947596,-112.92942447558316,50,1725,65,32.8,yellow
1,1,139,2024-04-22 23:11:51,17.992617731606636,-113.02414056153592,50,1737,65,32.6,yellow
1,1,140,2024-04-22 23:16:51,17.835526492265675,-113.11877195060478,50,1750,65,32.5,yellow
1,1,141,2024-04-22 23:21:51,17.678435252924714,-113.21331950423112,50,1762,64,32.4,yellow
1,1,142,2024-04-22 23:26:51,17.521344013583754,-113.30778408031006,50,1775,64,32.2,yellow
1,1,143,2024-04-22 23:31:51,17.364252774242793,-113.40216653323404,50,1787,64,32.1,yellow
1,1,144,2024-04-22 23:36:51,17.207161534901832,-113.49646771393606,50,1800,64,32.0,yellow
1,1,145,2024-04-22 23:41:51,17.05007029556087,-113.59068846993247,50,1812,63,31.9,yellow
1,1,146,2024-04-22 23:46:51,16.89297905621991,-113.68482964536547,50,1825,63,31.8,yellow
1,1,147,2024-04-22 23:51:51,16.73588781687895,-113.77889208104511,50,1837,63,31.6,yellow
1,1,148,2024-04-22 23:56:51,16.57879657753799,-113.87287661449116,50,1850,63,31.5,yellow
1,1,149,2024-04-23 00:01:51,16.42170533819703,-113.9667840799744,50,1862,62,31.4,yellow
1,1,150,2024-04-23 00:06:51,16.264614098856068,-114.0606153085577,50,1875,62,31.2,yellow
1,1,151,2024-04-23 00:11:51,16.107522859515107,-114.15437112813672,50,1887,62,31.1,yellow
1,1,152,2024-04-23 00:16:51,15.950431620174147,-114.24805236348027,50,1900,62,31.0,yellow
1,1,153,2024-04-23 00:21:51,15.793340380833186,-114.34165983627038,50,1912,61,30.9,yellow
1,1,154,2024-04-23 00:26:51,15.636249141492225,-114.43519436514198,50,1925,61,30.8,yellow
1,1,155,2024-04-23 00:31:51,15.479157902151265,-114.5286567657223,50,1937,61,30.6,yellow
1,1,156,2024-04-23 00:36:51,15.322066662810304,-114.62204785066999,50,1950,61,30.5,yellow
1,1,157,2024-04-23 00:41:51,15.164975423469343,-114.71536842971382,50,1962,60,30.4,yellow
1,1,158,2024-04-23 00:46:51,15.007884184128383,-114.8086193096912,50,1975,60,30.2,yellow
1,1,159,2024-04-23 00:51:51,14.850792944787422,-114.90180129458633,50,1987,60,30.1,yellow
1,1,160,2024-04-23 00:56:51,14.693701705446461,-114.99491518556808,50,2000,60,30.0,yellow
2,1,1,2024-04-22 11:41:51,40.007813539123006,-98.61114696603876,10,12,99,9.9,green
2,1,2,2024-04-22 11:46:51,40.187327078246014,-98.64287699905657,10,25,98,9.8,green
2,1,3,2024-04-22 11:51:51,40.36684061736902,-98.67469084938642,10,37,97,9.7,green
2,1,4,2024-04-22 11:56:51,40.54635415649203,-98.70658927497543,10,50,96,9.7,green
2,1,5,2024-04-22 12:01:51,40.72586769561504,-98.73857304149878,10,62,95,9.6,green
2,1,6,2024-04-22 12:06:51,40.905381234738044,-98.7706429224759,10,75,94,9.5,green
2,1,7,2024-04-22 12:11:51,41.08489477386105,-98.8027996993886,10,87,94,9.4,green
2,1,8,2024-04-22 12:16:51,41.26440831298406,-98.83504416180142,10,100,93,9.3,green
2,1,9,2024-04-22 12:21:51,41.44392185210707,-98.86737710748416,10,112,92,9.2,green
2,1,10,2024-04-22 12:26:51,41.623435391230075,-98.89979934253667,10,125,91,9.2,green
2,1,11,2024-04-22 12:31:51,41.80294893035308,-98.93231168151588,10,137,90,9.1,green
2,1,12,2024-04-22 12:36:51,41.98246246947609,-98.96491494756528,10,150,89,9.0,green
2,1,13,2024-04-22 12:41:51,42.1619760085991,-98.99760997254661,10,162,89,8.9,green
2,1,14,2024-04-22 12:46:51,42.341489547722105,-99.03039759717426,10,175,88,8.8,green
2,1,15,2024-04-22 12:51:51,42.52100308684511,-99.06327867115192,10,187,87,8.7,green
2,1,16,2024-04-22 12:56:51,42.70051662596812,-99.096254053312,10,200,86,8.7,green
2,1,17,2024-04-22 13:01:51,42.88003016509113,-99.12932461175753,10,212,85,8.6,green
2,1,18,2024-04-22 13:06:51,43.059543704214136,-99.1624912240068,10,225,84,8.5,green
2,1,19,2024-04-22 13:11:51,43.23905724333714,-99.19575477714079,10,237,84,8.4,green
2,1,20,2024-04-22 13:16:51,43.41857078246015,-99.22911616795331,10,250,83,8.3,green
2,1,21,2024-04-22 13:21:51,43.59808432158316,-99.26257630310407,10,262,82,8.2,green
2,1,22,2024-04-22 13:26:51,43.777597860706166,-99.29613609927472,10,275,81,8.2,green
2,1,23,2024-04-22 13:31:51,43.957111399829174,-99.32979648332783,10,287,80,8.1,green
2,1,24,2024-04-22 13:36:51,44.13662493895218,-99.36355839246899,10,300,79,8.0,green
2,1,25,2024-04-22 13:41:51,44.31613847807519,-99.39742277441206,10,312,79,7.9,green
2,1,26,2024-04-22 13:46:51,44.495652017198196,-99.43139058754764,10,325,78,7.8,green
2,1,27,2024-04-22 13:51:51,44.675165556321204,-99.46546280111482,10,337,77,7.7,green
2,1,28,2024-04-22 13:56:51,44.85467909544421,-99.4996403953764,10,350,76,7.7,green
2,1,29,2024-04-22 14:01:51,45.03419263456722,-99.53392436179742,10,362,75,7.6,green
2,1,30,2024-04-22 14:06:51,45.21370617369023,-99.56831570322738,10,375,74,7.5,yellow
2,1,31,2024-04-22 14:11:51,45.393219712813234,-99.60281543408605,10,387,74,7.4,yellow
2,1,32,2024-04-22 14:16:51,45.57273325193624,-99.63742458055292,10,400,73,7.3,yellow
2,1,33,2024-04-22 14:21:51,45.75224679105925,-99.67214418076057,10,412,72,7.2,yellow
2,1,34,2024-04-22 14:26:51,45.93176033018226,-99.70697528499188,10,425,71,7.2,yellow
2,1,35,2024-04-22 14:31:51,46.111273869305265,-99.74191895588127,10,437,70,7.1,yellow
2,1,36,2024-04-22 14:36:51,46.29078740842827,-99.77697626861998,10,450,69,7.0,yellow
2,1,37,2024-04-22 14:41:51,46.47030094755128,-99.8121483111656,10,462,69,6.9,yellow
2,1,38,2024-04-22 14:46:51,46.64981448667429,-99.84743618445594,10,475,68,6.8,yellow
2,1,39,2024-04-22 14:51:51,46.829328025797295,-99.88284100262716,10,487,67,6.7,yellow
2,1,40,2024-04-22 14:56:51,47.0088415649203,-99.91836389323657,10,500,66,6.7,yellow
2,1,41,2024-04-22 15:01:51,47.18835510404331,-99.95400599749003,10,512,65,6.6,yellow
2,1,42,2024-04-22 15:06:51,47.36786864316632,-99.98976847047398,10,525,64,6.5,yellow
2,1,43,2024-04-22 15:11:51,47.547382182289326,-100.0256524813925,10,537,64,6.4,yellow
2,1,44,2024-04-22 15:16:51,47.72689572141233,-100.06165921380929,10,550,63,6.3,yellow
2,1,45,2024-04-22 15:21:51,47.90640926053534,-100.09778986589477,10,562,62,6.2,yellow
2,1,46,2024-04-22 15:26:51,48.08592279965835,-100.1340456506784,10,575,61,6.2,yellow
2,1,47,2024-04-22 15:31:51,48.265436338781356,-100.17042779630644,10,587,60,6.1,yellow
2,1,48,2024-04-22 15:36:51,48.444949877904364,-100.20693754630521,10,600,59,6.0,yellow
2,1,49,2024-04-22 15:41:51,48.62446341702737,-100.24357615985005,10,612,59,5.9,yellow
2,1,50,2024-04-22 15:46:51,48.80397695615038,-100.28034491204,10,625,58,5.8,yellow
2,1,51,2024-04-22 15:51:51,48.98349049527339,-100.31724509417855,10,637,57,5.7,yellow
2,1,52,2024-04-22 15:56:51,49.163004034396394,-100.35427801406053,10,650,56,5.7,yellow
2,1,53,2024-04-22 16:01:51,49.3425175735194,-100.39144499626514,10,662,55,5.6,yellow
2,1,54,2024-04-22 16:06:51,49.52203111264241,-100.42874738245558,10,675,54,5.5,yellow
2,1,55,2024-04-22 16:11:51,49.70154465176542,-100.4661865316853,10,687,54,5.4,yellow
2,1,56,2024-04-22 16:16:51,49.881058190888425,-100.50376382071089,10,700,53,5.3,yellow
2,1,57,2024-04-22 16:21:51,50.06057173001143,-100.54148064431217,10,712,52,5.2,yellow
2,1,58,2024-04-22 16:26:51,50.24008526913444,-100.57933841561935,10,725,51,5.2,yellow
2,1,59,2024-04-22 16:31:51,50.41959880825745,-100.6173385664475,10,737,50,5.1,yellow
2,1,60,2024-04-22 16:36:51,50.599112347380455,-100.65548254763871,10,750,49,5.0,orange
2,1,61,2024-04-22 16:41:51,50.77862588650346,-100.69377182941194,10,762,49,4.9,orange
2,1,62,2024-04-22 16:46:51,50.95813942562647,-100.73220790172091,10,775,48,4.8,orange
2,1,63,2024-04-22 16:51:51,51.13765296474948,-100.77079227462018,10,787,47,4.7,orange
2,1,64,2024-04-22 16:56:51,51.317166503872485,-100.8095264786396,10,800,46,4.7,orange
2,1,65,2024-04-22 17:01:51,51.49668004299549,-100.84841206516761,10,812,45,4.6,orange
2,1,66,2024-04-22 17:06:51,51.6761935821185,-100.88745060684325,10,825,44,4.5,orange
2,1,67,2024-04-22 17:11:51,51.85570712124151,-100.92664369795747,10,837,44,4.4,orange
2,1,68,2024-04-22 17:16:51,52.035220660364516,-100.96599295486386,10,850,43,4.3,orange
2,1,69,2024-04-22 17:21:51,52.21473419948752,-101.00550001639897,10,862,42,4.2,orange
2,1,70,2024-04-22 17:26:51,52.39424773861053,-101.04516654431269,10,875,41,4.2,orange
2,1,71,2024-04-22 17:31:51,52.57376127773354,-101.08499422370892,10,887,40,4.1,orange
2,1,72,2024-04-22 17:36:51,52.753274816856546,-101.12498476349664,10,900,40,4.0,orange
2,1,73,2024-04-22 17:41:51,52.932788355979554,-101.16513989685201,10,912,39,3.9,orange
2,1,74,2024-04-22 17:46:51,53.11230189510256,-101.20546138169153,10,925,38,3.8,orange
2,1,75,2024-04-22 17:51:51,53.29181543422557,-101.24595100115674,10,937,37,3.8,orange
2,1,76,2024-04-22 17:56:51,53.47132897334858,-101.28661056411069,10,950,36,3.7,orange
2,1,77,2024-04-22 18:01:51,53.650842512471584,-101.32744190564674,10,962,35,3.6,orange
2,1,78,2024-04-22 18:06:51,53.83035605159459,-101.36844688760974,10,975,35,3.5,orange
2,1,79,2024-04-22 18:11:51,54.0098695907176,-101.40962739913022,10,987,34,3.4,orange
2,1,80,2024-04-22 18:16:51,54.18938312984061,-101.45098535717187,10,1000,33,3.3,orange
2,1,81,2024-04-22 18:21:51,54.368896668963615,-101.49252270709276,10,1012,32,3.2,orange
2,1,82,2024-04-22 18:26:51,54.54841020808662,-101.53424142322058,10,1025,31,3.2,orange
2,1,83,2024-04-22 18:31:51,54.72792374720963,-101.57614350944252,10,1037,30,3.1,orange
2,1,84,2024-04-22 18:36:51,54.90743728633264,-101.61823099981014,10,1050,29,3.0,orange
2,1,85,2024-04-22 18:41:51,55.086950825455645,-101.66050595915965,10,1062,29,2.9,orange
2,1,86,2024-04-22 18:46:51,55.26646436457865,-101.70297048374815,10,1075,28,2.8,orange
2,1,87,2024-04-22 18:51:51,55.44597790370166,-101.74562670190626,10,1087,27,2.7,orange
2,1,88,2024-04-22 18:56:51,55.62549144282467,-101.78847677470779,10,1100,26,2.7,orange
2,1,89,2024-04-22 19:01:51,55.805004981947675,-101.83152289665674,10,1112,25,2.6,orange
2,1,90,2024-04-22 19:06:51,55.98451852107068,-101.8747672963924,10,1125,24,2.5,red
2,1,91,2024-04-22 19:11:51,56.16403206019369,-101.91821223741304,10,1137,24,2.4,red
2,1,92,2024-04-22 19:16:51,56.3435455993167,-101.96186001881875,10,1150,23,2.3,red
2,1,93,2024-04-22 19:21:51,56.523059138439706,-102.0057129760741,10,1162,22,2.2,red
2,1,94,2024-04-22 19:26:51,56.70257267756271,-102.04977348179119,10,1175,21,2.2,red
2,1,95,2024-04-22 19:31:51,56.88208621668572,-102.09404394653392,10,1187,20,2.1,red
2,1,96,2024-04-22 19:36:51,57.06159975580873,-102.13852681964383,10,1200,19,2.0,red
2,1,97,2024-04-22 19:41:51,57.241113294931736,-102.18322459008863,10,1212,19,1.9,red
2,1,98,2024-04-22 19:46:51,57.420626834054744,-102.22813978733383,10,1225,18,1.8,red
2,1,99,2024-04-22 19:51:51,57.60014037317775,-102.27327498223848,10,1237,17,1.7,red
2,1,100,2024-04-22 19:56:51,57.77965391230076,-102.31863278797559,10,1250,16,1.7,red
2,1,101,2024-04-22 20:01:51,57.95916745142377,-102.36421586097826,10,1262,15,1.6,red
2,1,102,2024-04-22 20:06:51,58.138680990546774,-102.41002690191227,10,1275,14,1.5,red
2,1,103,2024-04-22 20:11:51,58.31819452966978,-102.4560686566761,10,1287,14,1.4,red
2,1,104,2024-04-22 20:16:51,58.49770806879279,-102.50234391742912,10,1300,13,1.3,red
2,1,105,2024-04-22 20:21:51,58.6772216079158,-102.54885552364928,10,1312,12,1.2,red
2,1,106,2024-04-22 20:26:51,58.856735147038805,-102.59560636322092,10,1325,11,1.2,red
2,1,107,2024-04-22 20:31:51,59.03624868616181,-102.64259937355398,10,1337,10,1.1,red
2,1,108,2024-04-22 20:36:51,59.21576222528482,-102.68983754273565,10,1350,9,1.0,red
2,1,109,2024-04-22 20:41:51,59.39527576440783,-102.73732391071555,10,1362,9,0.9,red
2,1,110,2024-04-22 20:46:51,59.574789303530835,-102.78506157052568,10,1375,8,0.8,red
2,1,111,2024-04-22 20:51:51,59.75430284265384,-102.83305366953637,10,1387,7,0.7,red
2,1,112,2024-04-22 20:56:51,59.93381638177685,-102.88130341074937,10,1400,6,0.7,red
2,1,113,2024-04-22 21:01:51,60.11332992089986,-102.9298140541297,10,1412,5,0.6,red
2,1,114,2024-04-22 21:06:51,60.292843460022866,-102.97858891797735,10,1425,4,0.5,red
2,1,115,2024-04-22 21:11:51,60.47235699914587,-103.0276313803405,10,1437,4,0.4,red
2,1,116,2024-04-22 21:16:51,60.65187053826888,-103.07694488047156,10,1450,3,0.3,red
2,1,117,2024-04-22 21:21:51,60.83138407739189,-103.12653292032789,10,1462,2,0.2,red
2,1,118,2024-04-22 21:26:51,61.010897616514896,-103.17639906611858,10,1475,1,0.2,red
2,1,119,2024-04-22 21:31:51,61.190411155637904,-103.22654694989909,10,1487,0,0.1,red
2,1,120,2024-04-22 21:36:51,61.36992469476091,-103.27698027121566,10,1500,0,0.0,red
3,1,1,2024-04-22 11:41:51,39.84908382569164,-98.81325443397505,50,12,99,50.0,green
